回号,抽せん日,当選番号,ストレート,ボックス,セット（ストレート）,セット（ボックス）,ミニ,販売実績額
3280,2012/01/05,447,88,237.0,194.0,264.0,525,88817000.0
3281,2012/01/06,458,155,768.0,356.0,1335.0,734,94602000.0
3282,2012/01/09,965,120,853.0,185.0,1595.0,554,109375000.0
3283,2012/01/10,813,104,736.0,283.0,1254.0,358,88775800.0
3284,2012/01/11,861,71,616.0,157.0,1334.0,322,88712400.0
3285,2012/01/12,552,83,270.0,160.0,345.0,418,88979800.0
3286,2012/01/13,910,100,491.0,222.0,1124.0,407,94010200.0
3287,2012/01/16,674,232,681.0,363.0,1113.0,845,110804600.0
3288,2012/01/17,398,100,493.0,204.0,899.0,384,85753400.0
3289,2012/01/18,093,68,403.0,181.0,964.0,303,86676400.0
3290,2012/01/19,251,64,618.0,233.0,1394.0,400,84912400.0
3291,2012/01/20,556,114,256.0,155.0,282.0,420,88297600.0
3292,2012/01/23,707,174,258.0,235.0,296.0,601,107134200.0
3293,2012/01/24,478,95,511.0,290.0,877.0,510,80168200.0
3294,2012/01/25,017,57,385.0,134.0,883.0,366,86541400.0
3295,2012/01/26,233,101,242.0,136.0,415.0,864,87624600.0
3296,2012/01/27,079,39,348.0,143.0,827.0,452,93414400.0
3297,2012/01/30,181,126,324.0,190.0,508.0,622,108787400.0
3298,2012/01/31,718,115,657.0,331.0,1315.0,649,84905400.0
3299,2012/02/01,076,73,396.0,185.0,888.0,443,86377000.0
3300,2012/02/02,782,52,476.0,149.0,1137.0,351,85096200.0
3301,2012/02/03,768,75,557.0,202.0,1099.0,553,92575200.0
3302,2012/02/06,871,84,829.0,216.0,1639.0,488,108445200.0
3303,2012/02/07,933,63,209.0,95.0,360.0,478,83571400.0
3304,2012/02/08,890,73,616.0,244.0,1345.0,334,86176000.0
3305,2012/02/09,359,85,518.0,232.0,1048.0,452,86211400.0
3306,2012/02/10,005,68,213.0,136.0,276.0,488,93041200.0
3307,2012/02/13,732,81,654.0,170.0,1427.0,612,105545400.0
3308,2012/02/14,219,121,525.0,276.0,1019.0,516,78508000.0
3309,2012/02/15,059,70,433.0,155.0,1000.0,286,90088800.0
3310,2012/02/16,668,65,226.0,142.0,270.0,457,91216800.0
3311,2012/02/17,629,89,581.0,283.0,1248.0,587,95027000.0
3312,2012/02/20,563,111,642.0,216.0,1071.0,564,111848600.0
3313,2012/02/21,126,148,607.0,277.0,1144.0,555,86367400.0
3314,2012/02/22,141,82,293.0,175.0,460.0,549,89359600.0
3315,2012/02/23,366,53,199.0,123.0,204.0,607,84858600.0
3316,2012/02/24,267,79,642.0,246.0,1298.0,524,96871000.0
3317,2012/02/27,343,137,267.0,180.0,274.0,508,112204800.0
3318,2012/02/28,490,80,389.0,173.0,870.0,294,87008000.0
3319,2012/02/29,874,142,476.0,243.0,1073.0,781,84375600.0
3320,2012/03/01,012,75,422.0,174.0,789.0,818,91069000.0
3321,2012/03/02,007,90,272.0,209.0,344.0,362,90368200.0
3322,2012/03/05,976,73,559.0,217.0,1046.0,534,106457600.0
3323,2012/03/06,833,60,180.0,83.0,286.0,648,85507800.0
3324,2012/03/07,017,62,339.0,151.0,852.0,444,87634200.0
3325,2012/03/08,940,51,304.0,114.0,657.0,338,89485800.0
3326,2012/03/09,422,110,270.0,217.0,319.0,616,89430600.0
3327,2012/03/12,771,95,287.0,130.0,405.0,449,106814200.0
3328,2012/03/13,300,62,233.0,113.0,227.0,749,83271600.0
3329,2012/03/14,906,58,437.0,141.0,890.0,336,86167600.0
3330,2012/03/15,552,83,339.0,154.0,380.0,545,85485400.0
3331,2012/03/16,136,86,857.0,212.0,1885.0,613,90070200.0
3332,2012/03/19,160,96,544.0,150.0,1166.0,367,103525400.0
3333,2012/03/20,800,77,238.0,103.0,286.0,540,74843200.0
3334,2012/03/21,241,72,474.0,168.0,1037.0,286,81948600.0
3335,2012/03/22,158,97,447.0,165.0,965.0,470,83668600.0
3336,2012/03/23,228,93,235.0,198.0,332.0,502,85334200.0
3337,2012/03/26,226,173,337.0,280.0,361.0,633,105456800.0
3338,2012/03/27,599,83,173.0,103.0,232.0,848,81559600.0
3339,2012/03/28,124,84,433.0,223.0,848.0,541,84629600.0
3340,2012/03/29,594,60,473.0,212.0,947.0,350,86124000.0
3341,2012/03/30,627,118,546.0,248.0,998.0,725,93287800.0
3342,2012/04/02,860,94,514.0,222.0,928.0,375,107226600.0
3343,2012/04/03,766,61,222.0,95.0,252.0,638,73225400.0
3344,2012/04/04,575,74,221.0,124.0,273.0,768,83549600.0
3345,2012/04/05,895,26,406.0,110.0,903.0,349,87889200.0
3346,2012/04/06,952,127,507.0,178.0,1200.0,400,90923000.0
3347,2012/04/09,790,62,472.0,172.0,870.0,474,106049600.0
3348,2012/04/10,284,52,435.0,129.0,1028.0,677,84419000.0
3349,2012/04/11,175,86,639.0,288.0,1258.0,385,81223800.0
3350,2012/04/12,916,160,557.0,313.0,1184.0,486,87338600.0
3351,2012/04/13,098,100,562.0,216.0,1295.0,516,97551800.0
3352,2012/04/16,789,120,771.0,367.0,1352.0,609,113989800.0
3353,2012/04/17,667,103,243.0,160.0,242.0,454,86490800.0
3354,2012/04/18,105,82,423.0,206.0,815.0,408,89360000.0
3355,2012/04/19,278,87,499.0,227.0,962.0,467,88655200.0
3356,2012/04/20,420,391,890.0,824.0,1254.0,483,93649800.0
3357,2012/04/23,451,85,708.0,172.0,1292.0,549,106270200.0
3358,2012/04/24,378,85,425.0,222.0,925.0,378,83427800.0
3359,2012/04/25,994,75,260.0,160.0,254.0,356,88341000.0
3360,2012/04/26,322,164,296.0,200.0,469.0,724,86671800.0
3361,2012/04/27,564,83,527.0,187.0,1105.0,480,92725200.0
3362,2012/04/30,448,129,340.0,222.0,256.0,582,99550600.0
3363,2012/05/01,905,60,343.0,136.0,694.0,330,84954000.0
3364,2012/05/02,138,72,709.0,257.0,1658.0,622,84582200.0
3365,2012/05/03,064,80,320.0,119.0,726.0,303,77072000.0
3366,2012/05/04,409,70,393.0,229.0,735.0,356,81391600.0
3367,2012/05/07,701,85,610.0,189.0,1029.0,412,105860200.0
3368,2012/05/08,685,91,431.0,160.0,932.0,572,81321200.0
3369,2012/05/09,214,73,546.0,238.0,1011.0,567,82201400.0
3370,2012/05/10,535,86,255.0,149.0,356.0,445,83940000.0
3371,2012/05/11,439,80,544.0,247.0,1031.0,557,91045200.0
3372,2012/05/14,301,124,585.0,236.0,1212.0,351,103080800.0
3373,2012/05/15,709,78,375.0,149.0,679.0,297,76646200.0
3374,2012/05/16,286,107,719.0,259.0,1384.0,429,82805200.0
3375,2012/05/17,885,102,290.0,207.0,384.0,288,84330400.0
3376,2012/05/18,156,78,562.0,216.0,1165.0,756,86491400.0
3377,2012/05/21,828,126,253.0,239.0,270.0,650,101284800.0
3378,2012/05/22,768,49,401.0,147.0,745.0,464,77184800.0
3379,2012/05/23,073,112,441.0,166.0,1088.0,934,80025000.0
3380,2012/05/24,547,79,406.0,226.0,881.0,758,79531200.0
3381,2012/05/25,262,63,255.0,114.0,443.0,413,86307000.0
3382,2012/05/28,320,148,504.0,249.0,863.0,405,99837000.0
3383,2012/05/29,538,77,569.0,267.0,1246.0,395,75558000.0
3384,2012/05/30,038,54,467.0,190.0,1238.0,317,81499200.0
3385,2012/05/31,975,62,404.0,145.0,776.0,539,83750000.0
3386,2012/06/01,729,116,588.0,316.0,1102.0,550,89269200.0
3387,2012/06/04,221,144,328.0,217.0,451.0,665,100291600.0
3388,2012/06/05,819,128,605.0,411.0,1293.0,568,77462600.0
3389,2012/06/06,917,163,416.0,237.0,879.0,384,79269600.0
3390,2012/06/07,197,63,418.0,143.0,875.0,461,80296200.0
3391,2012/06/08,696,97,277.0,149.0,324.0,771,85977000.0
3392,2012/06/11,600,101,297.0,216.0,364.0,993,98480400.0
3393,2012/06/12,098,96,798.0,217.0,1788.0,375,72582200.0
3394,2012/06/13,194,58,388.0,179.0,815.0,279,77178600.0
3395,2012/06/14,495,58,435.0,96.0,923.0,402,78995000.0
3396,2012/06/15,051,55,483.0,121.0,1086.0,411,93659000.0
3397,2012/06/18,826,142,701.0,263.0,1254.0,646,105835200.0
3398,2012/06/19,137,67,496.0,146.0,1101.0,478,75016000.0
3399,2012/06/20,486,57,466.0,167.0,1002.0,390,86233000.0
3400,2012/06/21,714,127,604.0,322.0,1151.0,431,84002000.0
3401,2012/06/22,811,75,241.0,173.0,457.0,556,91339000.0
3402,2012/06/25,523,182,792.0,361.0,1394.0,843,107856600.0
3403,2012/06/26,357,151,642.0,312.0,1144.0,461,85229800.0
3404,2012/06/27,884,76,204.0,167.0,241.0,367,86501400.0
3405,2012/06/28,819,115,679.0,338.0,1363.0,436,87698000.0
3406,2012/06/29,410,112,598.0,252.0,1169.0,516,94179800.0
3407,2012/07/02,835,96,827.0,280.0,1491.0,592,106103000.0
3408,2012/07/03,077,57,201.0,105.0,264.0,568,79075000.0
3409,2012/07/04,851,36,496.0,104.0,1072.0,310,83347600.0
3410,2012/07/05,550,106,259.0,159.0,348.0,336,86079800.0
3411,2012/07/06,148,77,586.0,221.0,1259.0,792,88825400.0
3412,2012/07/09,092,106,568.0,185.0,1182.0,754,103796000.0
3413,2012/07/10,738,54,431.0,136.0,936.0,503,80694600.0
3414,2012/07/11,034,46,366.0,145.0,827.0,460,82446600.0
3415,2012/07/12,612,118,531.0,246.0,1181.0,438,80943000.0
3416,2012/07/13,680,73,421.0,154.0,871.0,355,87383200.0
3417,2012/07/16,047,74,497.0,183.0,976.0,558,90808600.0
3418,2012/07/17,544,58,315.0,263.0,335.0,658,77409600.0
3419,2012/07/18,825,106,583.0,273.0,1276.0,648,77732600.0
3420,2012/07/19,377,66,203.0,113.0,331.0,399,78069800.0
3421,2012/07/20,515,100,297.0,185.0,406.0,484,82592200.0
3422,2012/07/23,615,159,558.0,292.0,978.0,425,97105000.0
3423,2012/07/24,059,60,348.0,157.0,703.0,290,76247000.0
3424,2012/07/25,899,59,200.0,129.0,296.0,580,79662000.0
3425,2012/07/26,506,72,345.0,191.0,707.0,439,79768800.0
3426,2012/07/27,726,131,592.0,386.0,1107.0,474,83277200.0
3427,2012/07/30,486,57,509.0,167.0,951.0,350,93123400.0
3428,2012/07/31,916,116,501.0,273.0,968.0,365,75612000.0
3429,2012/08/01,568,74,397.0,203.0,801.0,508,78463400.0
3430,2012/08/02,261,68,437.0,164.0,1010.0,426,78005600.0
3431,2012/08/03,360,67,514.0,183.0,1224.0,455,83092600.0
3432,2012/08/06,055,103,367.0,123.0,558.0,786,94005600.0
3433,2012/08/07,788,51,200.0,117.0,270.0,501,71695600.0
3434,2012/08/08,121,121,229.0,172.0,375.0,297,73562600.0
3435,2012/08/09,343,87,250.0,169.0,315.0,497,74261000.0
3436,2012/08/10,090,79,356.0,237.0,404.0,462,80150600.0
3437,2012/08/13,302,98,406.0,158.0,731.0,599,86662600.0
3438,2012/08/14,333,476,,,,705,67608800.0
3439,2012/08/15,430,88,421.0,175.0,782.0,930,76637200.0
3440,2012/08/16,979,112,155.0,141.0,219.0,541,78806400.0
3441,2012/08/17,911,129,342.0,215.0,441.0,546,84003600.0
3442,2012/08/20,689,128,464.0,215.0,853.0,485,97278800.0
3443,2012/08/21,656,89,269.0,138.0,324.0,448,73912600.0
3444,2012/08/22,810,124,561.0,330.0,1096.0,349,76442400.0
3445,2012/08/23,514,118,381.0,229.0,782.0,435,75733600.0
3446,2012/08/24,537,75,560.0,163.0,1088.0,478,83506200.0
3447,2012/08/27,099,106,292.0,122.0,383.0,481,95932200.0
3448,2012/08/28,282,102,301.0,159.0,560.0,349,75247400.0
3449,2012/08/29,887,67,182.0,133.0,293.0,385,76645800.0
3450,2012/08/30,526,85,416.0,192.0,863.0,426,78154200.0
3451,2012/08/31,310,149,539.0,285.0,942.0,354,84306400.0
3452,2012/09/03,458,100,547.0,258.0,1014.0,520,97795600.0
3453,2012/09/04,357,119,512.0,266.0,900.0,400,75563800.0
3454,2012/09/05,748,108,425.0,200.0,897.0,450,79089600.0
3455,2012/09/06,988,68,237.0,128.0,316.0,529,79648400.0
3456,2012/09/07,926,138,541.0,311.0,1245.0,459,84184000.0
3457,2012/09/10,351,108,815.0,225.0,1665.0,471,97036000.0
3458,2012/09/11,185,120,493.0,156.0,1016.0,332,74710200.0
3459,2012/09/12,441,108,251.0,157.0,349.0,297,77282000.0
3460,2012/09/13,124,92,509.0,262.0,1009.0,558,77250600.0
3461,2012/09/14,445,79,194.0,168.0,234.0,442,82844600.0
3462,2012/09/17,784,52,451.0,113.0,847.0,372,86426800.0
3463,2012/09/18,731,75,426.0,170.0,753.0,621,72216000.0
3464,2012/09/19,728,102,493.0,261.0,906.0,449,75755200.0
3465,2012/09/20,049,54,354.0,168.0,744.0,413,78019200.0
3466,2012/09/21,059,64,442.0,174.0,910.0,433,81296600.0
3467,2012/09/24,715,125,694.0,304.0,1269.0,566,93651400.0
3468,2012/09/25,100,75,217.0,133.0,274.0,843,77573600.0
3469,2012/09/26,466,69,187.0,108.0,301.0,773,77231000.0
3470,2012/09/27,660,185,503.0,320.0,590.0,429,77833200.0
3471,2012/09/28,928,341,860.0,775.0,1286.0,558,82886800.0
3472,2012/10/01,274,135,819.0,287.0,1327.0,722,93508400.0
3473,2012/10/02,298,83,357.0,150.0,816.0,398,73912400.0
3474,2012/10/03,498,60,389.0,147.0,813.0,356,75578200.0
3475,2012/10/04,116,81,243.0,200.0,311.0,395,77988600.0
3476,2012/10/05,851,63,455.0,128.0,1039.0,518,82760600.0
3477,2012/10/08,782,57,560.0,192.0,1172.0,454,87959600.0
3478,2012/10/09,144,85,177.0,133.0,251.0,518,73215400.0
3479,2012/10/10,042,82,446.0,154.0,1052.0,445,76195000.0
3480,2012/10/11,612,71,566.0,206.0,1080.0,380,76686800.0
3481,2012/10/12,472,60,631.0,199.0,1171.0,570,82148800.0
3482,2012/10/15,063,75,544.0,135.0,1082.0,835,101955800.0
3483,2012/10/16,236,139,489.0,253.0,1145.0,608,78820600.0
3484,2012/10/17,033,155,405.0,342.0,582.0,920,77206000.0
3485,2012/10/18,662,58,287.0,164.0,439.0,321,77167200.0
3486,2012/10/19,320,118,591.0,310.0,1124.0,441,85141200.0
3487,2012/10/22,714,135,789.0,328.0,1281.0,553,97351200.0
3488,2012/10/23,240,48,413.0,123.0,985.0,266,72310800.0
3489,2012/10/24,341,68,472.0,186.0,1053.0,385,80130400.0
3490,2012/10/25,837,63,394.0,160.0,826.0,428,83572800.0
3491,2012/10/26,697,65,415.0,189.0,951.0,457,87672200.0
3492,2012/10/29,480,76,420.0,178.0,877.0,474,100339200.0
3493,2012/10/30,804,64,312.0,170.0,745.0,561,78130600.0
3494,2012/10/31,264,54,611.0,183.0,1143.0,385,82787800.0
3495,2012/11/01,778,87,236.0,158.0,256.0,510,83075800.0
3496,2012/11/02,561,85,434.0,147.0,958.0,320,86801200.0
3497,2012/11/05,620,112,548.0,248.0,1000.0,381,99841200.0
3498,2012/11/06,044,80,331.0,137.0,375.0,479,73796600.0
3499,2012/11/07,085,60,332.0,125.0,783.0,343,78512400.0
3500,2012/11/08,966,84,249.0,116.0,257.0,510,79188800.0
3501,2012/11/09,666,581,,,,519,85250200.0
3502,2012/11/12,781,78,621.0,166.0,1213.0,378,94597200.0
3503,2012/11/13,019,67,437.0,176.0,1017.0,611,73066400.0
3504,2012/11/14,605,60,302.0,168.0,589.0,359,74416000.0
3505,2012/11/15,495,43,460.0,155.0,1017.0,371,78059600.0
3506,2012/11/16,464,60,221.0,100.0,277.0,363,82019000.0
3507,2012/11/19,713,148,719.0,288.0,1193.0,601,93016200.0
3508,2012/11/20,776,70,207.0,132.0,233.0,446,73557600.0
3509,2012/11/21,872,82,655.0,179.0,1246.0,336,76264600.0
3510,2012/11/22,307,84,382.0,217.0,867.0,394,79760000.0
3511,2012/11/23,369,90,540.0,304.0,1037.0,594,72242000.0
3512,2012/11/26,204,86,587.0,200.0,1145.0,347,90085400.0
3513,2012/11/27,660,134,395.0,278.0,514.0,318,74173600.0
3514,2012/11/28,195,90,464.0,186.0,1080.0,258,74734200.0
3515,2012/11/29,950,89,416.0,140.0,897.0,590,75713000.0
3516,2012/11/30,943,87,404.0,171.0,811.0,423,82476200.0
3517,2012/12/03,217,138,668.0,334.0,1381.0,606,95271200.0
3518,2012/12/04,798,55,345.0,222.0,713.0,390,72741800.0
3519,2012/12/05,793,48,364.0,164.0,750.0,355,77819200.0
3520,2012/12/06,931,93,588.0,176.0,1222.0,432,77582000.0
3521,2012/12/07,167,53,438.0,154.0,915.0,437,83283000.0
3522,2012/12/10,540,89,639.0,181.0,1260.0,357,96651400.0
3523,2012/12/11,776,89,187.0,154.0,254.0,369,76118200.0
3524,2012/12/12,249,53,490.0,164.0,1106.0,305,78481800.0
3525,2012/12/13,374,82,428.0,234.0,896.0,454,79954200.0
3526,2012/12/14,282,56,323.0,142.0,489.0,484,90928400.0
3527,2012/12/17,141,114,321.0,169.0,470.0,430,104125600.0
3528,2012/12/18,199,69,279.0,135.0,436.0,656,80671600.0
3529,2012/12/19,036,85,448.0,220.0,869.0,434,83107000.0
3530,2012/12/20,619,168,617.0,369.0,1275.0,513,84746200.0
3531,2012/12/21,273,86,559.0,185.0,1233.0,457,88602400.0
3532,2012/12/24,579,74,504.0,213.0,877.0,509,94565600.0
3533,2012/12/25,296,79,481.0,278.0,1096.0,489,81668600.0
3534,2012/12/26,426,121,472.0,227.0,927.0,633,83752600.0
3535,2012/12/27,836,63,677.0,228.0,1455.0,374,89773000.0
3536,2012/12/28,889,121,307.0,199.0,316.0,567,99009400.0
3537,2013/01/04,609,93,465.0,253.0,926.0,440,102903400.0
3538,2013/01/07,778,165,329.0,220.0,332.0,1124,108967200.0
3539,2013/01/08,877,111,327.0,178.0,439.0,588,82920800.0
3540,2013/01/09,239,65,466.0,183.0,1104.0,470,84820600.0
3541,2013/01/10,240,75,562.0,214.0,1241.0,385,85982800.0
3542,2013/01/11,044,98,312.0,165.0,449.0,555,89744600.0
3543,2013/01/14,238,99,601.0,236.0,1135.0,516,89236800.0
3544,2013/01/15,447,88,182.0,135.0,180.0,504,77001800.0
3545,2013/01/16,663,88,279.0,123.0,231.0,427,81621600.0
3546,2013/01/17,433,76,245.0,147.0,333.0,727,83562000.0
3547,2013/01/18,228,146,364.0,360.0,392.0,592,87262200.0
3548,2013/01/21,871,81,663.0,161.0,1313.0,468,104488800.0
3549,2013/01/22,068,50,330.0,98.0,718.0,426,77558800.0
3550,2013/01/23,352,130,562.0,180.0,1114.0,649,83095600.0
3551,2013/01/24,794,60,528.0,247.0,1091.0,446,81588200.0
3552,2013/01/25,272,85,379.0,139.0,562.0,343,88243600.0
3553,2013/01/28,481,58,747.0,204.0,1341.0,475,103750800.0
3554,2013/01/29,533,54,227.0,126.0,348.0,491,81678400.0
3555,2013/01/30,015,70,485.0,147.0,992.0,765,83336000.0
3556,2013/01/31,158,108,617.0,299.0,1175.0,647,84748200.0
3557,2013/02/01,844,70,340.0,136.0,422.0,513,89975200.0
3558,2013/02/04,258,192,972.0,416.0,1346.0,452,106610200.0
3559,2013/02/05,300,73,192.0,133.0,208.0,886,81637000.0
3560,2013/02/06,068,48,334.0,119.0,680.0,410,76818600.0
3561,2013/02/07,252,88,313.0,131.0,446.0,376,83672600.0
3562,2013/02/08,199,61,252.0,130.0,364.0,682,87135800.0
3563,2013/02/11,481,84,604.0,158.0,1008.0,512,97342600.0
3564,2013/02/12,731,60,484.0,208.0,1005.0,338,74263400.0
3565,2013/02/13,381,71,632.0,208.0,1503.0,241,79170000.0
3566,2013/02/14,507,77,429.0,186.0,971.0,328,83625600.0
3567,2013/02/15,574,43,417.0,144.0,846.0,547,92639000.0
3568,2013/02/18,972,94,701.0,205.0,1429.0,500,106769000.0
3569,2013/02/19,139,81,587.0,184.0,1301.0,454,79708200.0
3570,2013/02/20,230,101,466.0,191.0,981.0,338,86828200.0
3571,2013/02/21,396,91,530.0,215.0,1151.0,466,85455400.0
3572,2013/02/22,728,132,752.0,390.0,1432.0,767,92295000.0
3573,2013/02/25,751,109,894.0,206.0,1740.0,594,106753600.0
3574,2013/02/26,199,67,213.0,128.0,325.0,523,84756600.0
3575,2013/02/27,181,135,320.0,151.0,486.0,638,85162400.0
3576,2013/02/28,717,144,426.0,262.0,532.0,589,88690200.0
3577,2013/03/01,837,42,460.0,164.0,1088.0,443,90259800.0
3578,2013/03/04,723,195,827.0,413.0,1410.0,598,108429000.0
3579,2013/03/05,797,64,268.0,151.0,299.0,290,83540400.0
3580,2013/03/06,473,72,441.0,155.0,910.0,434,86214600.0
3581,2013/03/07,158,68,552.0,240.0,1116.0,503,86250800.0
3582,2013/03/08,168,115,670.0,357.0,1318.0,577,93053200.0
3583,2013/03/11,898,71,284.0,154.0,342.0,593,104118600.0
3584,2013/03/12,986,52,369.0,148.0,788.0,398,81100000.0
3585,2013/03/13,980,66,541.0,192.0,1184.0,323,80139200.0
3586,2013/03/14,528,95,511.0,261.0,913.0,467,82384400.0
3587,2013/03/15,888,763,,,,951,89917200.0
3588,2013/03/18,369,172,742.0,423.0,1051.0,534,97346200.0
3589,2013/03/19,349,63,408.0,144.0,820.0,358,78907600.0
3590,2013/03/20,333,668,,,,663,73250200.0
3591,2013/03/21,735,87,713.0,214.0,1220.0,473,81126400.0
3592,2013/03/22,448,93,243.0,232.0,242.0,606,86191400.0
3593,2013/03/25,291,96,633.0,209.0,1183.0,417,101581000.0
3594,2013/03/26,782,56,523.0,160.0,1251.0,394,78728800.0
3595,2013/03/27,538,116,731.0,311.0,1502.0,622,80279600.0
3596,2013/03/28,510,116,347.0,243.0,760.0,473,82329200.0
3597,2013/03/29,259,67,590.0,222.0,1257.0,521,87410400.0
3598,2013/04/01,044,94,273.0,123.0,316.0,645,101437800.0
3599,2013/04/02,344,61,198.0,105.0,306.0,421,73649800.0
3600,2013/04/03,893,86,456.0,230.0,969.0,354,76524800.0
3601,2013/04/04,422,127,256.0,177.0,279.0,573,79256600.0
3602,2013/04/05,318,131,604.0,337.0,1188.0,600,82471000.0
3603,2013/04/08,233,123,353.0,181.0,474.0,836,95933000.0
3604,2013/04/09,582,76,535.0,136.0,1083.0,344,76502000.0
3605,2013/04/10,045,62,339.0,126.0,700.0,387,79312800.0
3606,2013/04/11,102,100,312.0,163.0,571.0,327,78527600.0
3607,2013/04/12,318,127,620.0,328.0,1146.0,483,80294600.0
3608,2013/04/15,760,64,464.0,168.0,1010.0,371,105751800.0
3609,2013/04/16,210,64,347.0,127.0,619.0,288,82003600.0
3610,2013/04/17,114,97,261.0,244.0,379.0,447,83236200.0
3611,2013/04/18,044,141,328.0,223.0,393.0,788,83556400.0
3612,2013/04/19,003,95,238.0,155.0,322.0,462,87881000.0
3613,2013/04/22,947,64,488.0,152.0,854.0,604,102027000.0
3614,2013/04/23,715,81,596.0,317.0,1034.0,393,78790000.0
3615,2013/04/24,722,90,296.0,162.0,373.0,520,77072600.0
3616,2013/04/25,294,89,492.0,169.0,976.0,434,84699000.0
3617,2013/04/26,921,86,504.0,181.0,1033.0,388,85610800.0
3618,2013/04/29,693,136,799.0,218.0,1347.0,457,95050000.0
3619,2013/04/30,706,61,358.0,126.0,730.0,357,81659000.0
3620,2013/05/01,104,125,558.0,275.0,995.0,324,85521200.0
3621,2013/05/02,832,72,570.0,182.0,1285.0,624,86601600.0
3622,2013/05/03,714,188,726.0,469.0,1342.0,442,77674200.0
3623,2013/05/06,160,61,449.0,136.0,1001.0,344,94665200.0
3624,2013/05/07,570,96,513.0,154.0,1110.0,682,74763000.0
3625,2013/05/08,407,99,393.0,193.0,968.0,347,80343200.0
3626,2013/05/09,314,126,409.0,289.0,809.0,366,80191000.0
3627,2013/05/10,034,65,408.0,175.0,960.0,430,82338200.0
3628,2013/05/13,488,82,276.0,121.0,294.0,786,100458600.0
3629,2013/05/14,164,70,414.0,169.0,881.0,378,77524000.0
3630,2013/05/15,531,125,713.0,248.0,1438.0,363,80093400.0
3631,2013/05/16,318,235,807.0,600.0,1374.0,496,78262000.0
3632,2013/05/17,165,84,522.0,194.0,1020.0,393,81998400.0
3633,2013/05/20,963,113,886.0,204.0,1488.0,371,96611600.0
3634,2013/05/21,444,640,,,,676,75669800.0
3635,2013/05/22,244,104,296.0,193.0,371.0,910,74209400.0
3636,2013/05/23,899,43,177.0,125.0,245.0,818,76672400.0
3637,2013/05/24,456,55,325.0,192.0,519.0,750,81571000.0
3638,2013/05/27,345,229,733.0,469.0,1017.0,462,96366600.0
3639,2013/05/28,819,125,524.0,408.0,1133.0,390,75573000.0
3640,2013/05/29,980,81,654.0,270.0,1440.0,384,76774000.0
3641,2013/05/30,041,60,439.0,126.0,920.0,328,75313400.0
3642,2013/05/31,953,48,412.0,111.0,821.0,425,81128000.0
3643,2013/06/03,723,155,732.0,350.0,1287.0,532,97378200.0
3644,2013/06/04,611,86,218.0,172.0,256.0,576,76042400.0
3645,2013/06/05,143,62,522.0,134.0,924.0,381,77328000.0
3646,2013/06/06,292,34,205.0,110.0,338.0,322,77651600.0
3647,2013/06/07,004,93,286.0,132.0,299.0,334,80233400.0
3648,2013/06/10,497,80,645.0,170.0,1060.0,266,95789600.0
3649,2013/06/11,137,65,558.0,152.0,1208.0,340,72909400.0
3650,2013/06/12,378,73,374.0,241.0,750.0,571,74780600.0
3651,2013/06/13,165,69,438.0,128.0,853.0,325,73175200.0
3652,2013/06/14,477,73,246.0,120.0,271.0,607,85038400.0
3653,2013/06/17,883,119,293.0,216.0,360.0,648,100436000.0
3654,2013/06/18,481,51,550.0,169.0,1147.0,307,76800000.0
3655,2013/06/19,238,82,458.0,215.0,906.0,472,75701000.0
3656,2013/06/20,031,62,396.0,105.0,934.0,312,76266600.0
3657,2013/06/21,527,121,508.0,302.0,1057.0,548,79532000.0
3658,2013/06/24,068,79,448.0,163.0,801.0,519,96800600.0
3659,2013/06/25,032,34,375.0,88.0,805.0,337,78733000.0
3660,2013/06/26,314,127,606.0,344.0,1053.0,693,77129800.0
3661,2013/06/27,725,158,551.0,287.0,929.0,630,84059000.0
3662,2013/06/28,848,85,322.0,126.0,337.0,542,86640000.0
3663,2013/07/01,790,66,430.0,168.0,885.0,640,103773800.0
3664,2013/07/02,307,75,482.0,216.0,1143.0,447,79461800.0
3665,2013/07/03,587,44,365.0,135.0,787.0,349,80765200.0
3666,2013/07/04,812,90,525.0,262.0,1186.0,553,80001400.0
